RoadID,RoadName,CountyID,TownName,RoadClass,RoadClassName,Version,UpdateDate
625230F,中山路二段,F,板橋區,6,市區一般道路,23.05.1,2018-09-28
625231F,中山路二段,F,樹林區,6,市區一般道路,23.05.1,2018-09-28
625232F,中山路二段2巷45弄,F,中和區,6,市區一般道路,23.05.1,2018-09-28
625234F,中山路三段,F,八里區,6,市區一般道路,23.05.1,2018-09-28
625235F,中山路三段,F,三芝區,6,市區一般道路,23.05.1,2018-09-28
625236F,中山路三段,F,中和區,6,市區一般道路,23.05.1,2018-09-28
625236F,中山路三段,F,板橋區,6,市區一般道路,23.05.1,2018-09-28
625237F,中山路三段,F,樹林區,6,市區一般道路,23.05.1,2018-09-28
625245F,中央三街,F,新店區,6,市區一般道路,23.05.1,2018-09-28
625250F,中央北路,F,三重區,6,市區一般道路,23.05.1,2018-09-28
625253F,中央南路,F,三重區,6,市區一般道路,23.05.1,2018-09-28
625256F,中央路,F,石門區,6,市區一般道路,23.05.1,2018-09-28
625257F,中央路,F,泰山區,6,市區一般道路,23.05.1,2018-09-28
625258F,中央路,F,新店區,6,市區一般道路,23.05.1,2018-09-28
625259F,中央路,F,新莊區,6,市區一般道路,23.05.1,2018-09-28
625260F,中央路,F,瑞芳區,6,市區一般道路,23.05.1,2018-09-28
625261F,中央路,F,蘆洲區,6,市區一般道路,23.05.1,2018-09-28
625262F,中央路一段,F,土城區,6,市區一般道路,23.05.1,2018-09-28
625262F,中央路一段,F,板橋區,6,市區一般道路,23.05.1,2018-09-28
625263F,中央路二段,F,土城區,6,市區一般道路,23.05.1,2018-09-28
625264F,中央路一段365巷,F,土城區,6,市區一般道路,23.05.1,2018-09-28
625265F,中央路三段,F,土城區,6,市區一般道路,23.05.1,2018-09-28
625266F,中央路四段,F,三峽區,6,市區一般道路,23.05.1,2018-09-28
625266F,中央路四段,F,土城區,6,市區一般道路,23.05.1,2018-09-28
625267F,中平路,F,新莊區,6,市區一般道路,23.05.1,2018-09-28
625268F,中正一路,F,鶯歌區,6,市區一般道路,23.05.1,2018-09-28
625269F,中正二路,F,鶯歌區,6,市區一般道路,23.05.1,2018-09-28
625271F,中正三路,F,鶯歌區,6,市區一般道路,23.05.1,2018-09-28
625272F,中正北路,F,三重區,6,市區一般道路,23.05.1,2018-09-28
625273F,中正東路,F,淡水區,6,市區一般道路,23.05.1,2018-09-28
625274F,中正東路一段,F,淡水區,6,市區一般道路,23.05.1,2018-09-28
625276F,中正東路二段,F,淡水區,6,市區一般道路,23.05.1,2018-09-28
625277F,中正南路,F,三重區,6,市區一般道路,23.05.1,2018-09-28
625279F,中正路,F,土城區,6,市區一般道路,23.05.1,2018-09-28
625280F,中正路,F,中和區,6,市區一般道路,23.05.1,2018-09-28
625281F,中正路,F,永和區,6,市區一般道路,23.05.1,2018-09-28
625282F,中正路,F,汐止區,6,市區一般道路,23.05.1,2018-09-28
625283F,中正路,F,林口區,6,市區一般道路,23.05.1,2018-09-28
625284F,中正路,F,板橋區,6,市區一般道路,23.05.1,2018-09-28
625285F,中正路,F,金山區,6,市區一般道路,23.05.1,2018-09-28
625286F,中正路,F,淡水區,6,市區一般道路,23.05.1,2018-09-28
625287F,中正路,F,新店區,6,市區一般道路,23.05.1,2018-09-28
625288F,中正路,F,新莊區,6,市區一般道路,23.05.1,2018-09-28
625289F,中正路,F,瑞芳區,6,市區一般道路,23.05.1,2018-09-28
625290F,中正路,F,樹林區,6,市區一般道路,23.05.1,2018-09-28
625291F,中正路,F,雙溪區,6,市區一般道路,23.05.1,2018-09-28
625292F,中正路,F,蘆洲區,6,市區一般道路,23.05.1,2018-09-28
625293F,中正路988巷,F,中和區,6,市區一般道路,23.05.1,2018-09-28
625294F,中正路一段,F,三芝區,6,市區一般道路,23.05.1,2018-09-28
625295F,中正路一段,F,三峽區,6,市區一般道路,23.05.1,2018-09-28
625296F,中正路一段,F,淡水區,6,市區一般道路,23.05.1,2018-09-28
625297F,中正路二段,F,三芝區,6,市區一般道路,23.05.1,2018-09-28
625298F,中正路二段,F,三峽區,6,市區一般道路,23.05.1,2018-09-28
625299F,中正路二段,F,淡水區,6,市區一般道路,23.05.1,2018-09-28
625300F,中正路三段,F,三芝區,6,市區一般道路,23.05.1,2018-09-28
625301F,中正路三段,F,三峽區,6,市區一般道路,23.05.1,2018-09-28
625302F,中正橋引道,F,永和區,6,市區一般道路,23.05.1,2018-09-28
625303F,中生路,F,新店區,6,市區一般道路,23.05.1,2018-09-28
625304F,中安快速道路,F,新店區,6,市區一般道路,23.05.1,2018-09-28
625305F,中安街,F,中和區,6,市區一般道路,23.05.1,2018-09-28
625307F,中州路,F,土城區,6,市區一般道路,23.05.1,2018-09-28
625310F,中和路,F,中和區,6,市區一般道路,23.05.1,2018-09-28
625311F,中直路,F,五股區,6,市區一般道路,23.05.1,2018-09-28
625312F,中信北路,F,金山區,6,市區一般道路,23.05.1,2018-09-28
625313F,中信南路,F,金山區,6,市區一般道路,23.05.1,2018-09-28
625321F,中原東路,F,新莊區,6,市區一般道路,23.05.1,2018-09-28
625324F,中原路,F,新莊區,6,市區一般道路,23.05.1,2018-09-28
625325F,中原路,F,蘆洲區,6,市區一般道路,23.05.1,2018-09-28
625333F,中港西路,F,五股區,6,市區一般道路,23.05.1,2018-09-28
625333F,中港西路,F,泰山區,6,市區一般道路,23.05.1,2018-09-28
625334F,中港東路,F,五股區,6,市區一般道路,23.05.1,2018-09-28
625334F,中港東路,F,新莊區,6,市區一般道路,23.05.1,2018-09-28
625335F,中港南路,F,泰山區,6,市區一般道路,23.05.1,2018-09-28
625335F,中港南路,F,新莊區,6,市區一般道路,23.05.1,2018-09-28
625336F,中港路,F,新莊區,6,市區一般道路,23.05.1,2018-09-28
625337F,中湖街,F,鶯歌區,6,市區一般道路,23.05.1,2018-09-28
625338F,中湖路,F,林口區,6,市區一般道路,23.05.1,2018-09-28
625339F,中華一路,F,林口區,6,市區一般道路,23.05.1,2018-09-28
625344F,中華路,F,三重區,6,市區一般道路,23.05.1,2018-09-28
625345F,中華路,F,三峽區,6,市區一般道路,23.05.1,2018-09-28
625346F,中華路,F,林口區,6,市區一般道路,23.05.1,2018-09-28
625347F,中華路,F,金山區,6,市區一般道路,23.05.1,2018-09-28
625348F,中華路,F,新店區,6,市區一般道路,23.05.1,2018-09-28
625350F,中華路,F,樹林區,6,市區一般道路,23.05.1,2018-09-28
625351F,中華路,F,雙溪區,6,市區一般道路,23.05.1,2018-09-28
625352F,中華路一段,F,八里區,6,市區一般道路,23.05.1,2018-09-28
625353F,中華路一段,F,土城區,6,市區一般道路,23.05.1,2018-09-28
625354F,中華路一段,F,新莊區,6,市區一般道路,23.05.1,2018-09-28
625355F,中華路二段,F,八里區,6,市區一般道路,23.05.1,2018-09-28
625356F,中華路二段,F,土城區,6,市區一般道路,23.05.1,2018-09-28
625357F,中華路二段,F,新莊區,6,市區一般道路,23.05.1,2018-09-28
625358F,中華路三段,F,八里區,6,市區一般道路,23.05.1,2018-09-28
625358F,中華路三段,F,林口區,6,市區一般道路,23.05.1,2018-09-28
625359F,中華路三段,F,新莊區,6,市區一般道路,23.05.1,2018-09-28
625360F,中貴路,F,新莊區,6,市區一般道路,23.05.1,2018-09-28
625361F,中園街,F,三峽區,6,市區一般道路,23.05.1,2018-09-28
625365F,中福路,F,萬里區,6,市區一般道路,23.05.1,2018-09-28
625367F,中德路,F,新莊區,6,市區一般道路,23.05.1,2018-09-28
625368F,中興大橋引道,F,三重區,6,市區一般道路,23.05.1,2018-09-28
625372F,中興街,F,中和區,6,市區一般道路,23.05.1,2018-09-28
625378F,中興路,F,土城區,6,市區一般道路,23.05.1,2018-09-28
625380F,中興路,F,汐止區,6,市區一般道路,23.05.1,2018-09-28
625381F,中興路,F,板橋區,6,市區一般道路,23.05.1,2018-09-28
625382F,中興路,F,金山區,6,市區一般道路,23.05.1,2018-09-28
625384F,中興路一段,F,三重區,6,市區一般道路,23.05.1,2018-09-28
625384F,中興路一段,F,五股區,6,市區一般道路,23.05.1,2018-09-28
625385F,中興路一段,F,新店區,6,市區一般道路,23.05.1,2018-09-28
625386F,中興路二段,F,五股區,6,市區一般道路,23.05.1,2018-09-28
625387F,中興路二段,F,新店區,6,市區一般道路,23.05.1,2018-09-28
625388F,中興路三段,F,五股區,6,市區一般道路,23.05.1,2018-09-28
625389F,中興路三段,F,新店區,6,市區一般道路,23.05.1,2018-09-28
625390F,中興路四段,F,五股區,6,市區一般道路,23.05.1,2018-09-28
625392F,中環路一段,F,新莊區,6,市區一般道路,23.05.1,2018-09-28
625393F,中環路二段,F,新莊區,6,市區一般道路,23.05.1,2018-09-28
625394F,中環路三段,F,新莊區,6,市區一般道路,23.05.1,2018-09-28
625395F,丹裡街,F,貢寮區,6,市區一般道路,23.05.1,2018-09-28
625400F,五工一路,F,五股區,6,市區一般道路,23.05.1,2018-09-28
625400F,五工一路,F,新莊區,6,市區一般道路,23.05.1,2018-09-28
625401F,五工二路,F,五股區,6,市區一般道路,23.05.1,2018-09-28
625401F,五工二路,F,新莊區,6,市區一般道路,23.05.1,2018-09-28
625402F,五工三路,F,五股區,6,市區一般道路,23.05.1,2018-09-28
625402F,五工三路,F,新莊區,6,市區一般道路,23.05.1,2018-09-28
625403F,五工五五權圓環,F,五股區,6,市區一般道路,23.05.1,2018-09-28
625404F,五工五路,F,五股區,6,市區一般道路,23.05.1,2018-09-28
625404F,五工五路,F,新莊區,6,市區一般道路,23.05.1,2018-09-28
625405F,五工五權一圓環,F,新莊區,6,市區一般道路,23.05.1,2018-09-28
625406F,五工五權三圓環,F,五股區,6,市區一般道路,23.05.1,2018-09-28
625407F,五工五權圓環,F,五股區,6,市區一般道路,23.05.1,2018-09-28
625408F,五工六五權圓環,F,五股區,6,市區一般道路,23.05.1,2018-09-28
625409F,五工六路,F,五股區,6,市區一般道路,23.05.1,2018-09-28
625409F,五工六路,F,新莊區,6,市區一般道路,23.05.1,2018-09-28
625410F,五工路,F,五股區,6,市區一般道路,23.05.1,2018-09-28
625410F,五工路,F,新莊區,6,市區一般道路,23.05.1,2018-09-28
625412F,五爪崙路,F,石門區,6,市區一般道路,23.05.1,2018-09-28
625415F,五林路,F,五股區,6,市區一般道路,23.05.1,2018-09-28
625416F,五峰路,F,新店區,6,市區一般道路,23.05.1,2018-09-28
625417F,五華街,F,三重區,6,市區一般道路,23.05.1,2018-09-28
625418F,五號路,F,瑞芳區,6,市區一般道路,23.05.1,2018-09-28
625420F,五福路,F,五股區,6,市區一般道路,23.05.1,2018-09-28
625421F,五權一路,F,新莊區,6,市區一般道路,23.05.1,2018-09-28
625422F,五權二路,F,五股區,6,市區一般道路,23.05.1,2018-09-28
625422F,五權二路,F,新莊區,6,市區一般道路,23.05.1,2018-09-28
625423F,五權三路,F,五股區,6,市區一般道路,23.05.1,2018-09-28
625424F,五權五路,F,五股區,6,市區一般道路,23.05.1,2018-09-28
625425F,五權六路,F,五股區,6,市區一般道路,23.05.1,2018-09-28
625426F,五權七路,F,五股區,6,市區一般道路,23.05.1,2018-09-28
625427F,五權八路,F,五股區,6,市區一般道路,23.05.1,2018-09-28
625429F,五權路,F,五股區,6,市區一般道路,23.05.1,2018-09-28
625429F,五權路,F,泰山區,6,市區一般道路,23.05.1,2018-09-28
625439F,仁化街,F,板橋區,6,市區一般道路,23.05.1,2018-09-28
625444F,仁和路,F,貢寮區,6,市區一般道路,23.05.1,2018-09-28
625455F,仁愛一路,F,林口區,6,市區一般道路,23.05.1,2018-09-28
625456F,仁愛二路,F,林口區,6,市區一般道路,23.05.1,2018-09-28
625457F,仁愛街,F,三重區,6,市區一般道路,23.05.1,2018-09-28
625464F,仁愛路,F,八里區,6,市區一般道路,23.05.1,2018-09-28
625465F,仁愛路,F,土城區,6,市區一般道路,23.05.1,2018-09-28
625466F,仁愛路,F,中和區,6,市區一般道路,23.05.1,2018-09-28
625466F,仁愛路,F,永和區,6,市區一般道路,23.05.1,2018-09-28
625467F,仁愛路,F,汐止區,6,市區一般道路,23.05.1,2018-09-28
625469F,仁愛路,F,板橋區,6,市區一般道路,23.05.1,2018-09-28
625470F,仁愛路,F,金山區,6,市區一般道路,23.05.1,2018-09-28
625471F,仁愛路,F,泰山區,6,市區一般道路,23.05.1,2018-09-28
625472F,仁愛路,F,貢寮區,6,市區一般道路,23.05.1,2018-09-28
625473F,仁愛路,F,鶯歌區,6,市區一般道路,23.05.1,2018-09-28
625474F,仁愛路一段,F,林口區,6,市區一般道路,23.05.1,2018-09-28
625475F,仁愛路二段,F,林口區,6,市區一般道路,23.05.1,2018-09-28
625478F,仁義路,F,泰山區,6,市區一般道路,23.05.1,2018-09-28
625481F,仁德路,F,泰山區,6,市區一般道路,23.05.1,2018-09-28
625485F,介壽路,F,三重區,6,市區一般道路,23.05.1,2018-09-28
625486F,介壽路一段,F,三峽區,6,市區一般道路,23.05.1,2018-09-28
625487F,介壽路二段,F,三峽區,6,市區一般道路,23.05.1,2018-09-28
625488F,介壽路三段,F,三峽區,6,市區一般道路,23.05.1,2018-09-28
625489F,內石門路,F,石門區,6,市區一般道路,23.05.1,2018-09-28
625490F,內挖路,F,雙溪區,6,市區一般道路,23.05.1,2018-09-28
625495F,公王路,F,三芝區,6,市區一般道路,23.05.1,2018-09-28
625498F,公園一路,F,新莊區,6,市區一般道路,23.05.1,2018-09-28
625503F,公園路,F,汐止區,6,市區一般道路,23.05.1,2018-09-28
625504F,公園路,F,林口區,6,市區一般道路,23.05.1,2018-09-28
625505F,公園路,F,金山區,6,市區一般道路,23.05.1,2018-09-28
625506F,公園路,F,泰山區,6,市區一般道路,23.05.1,2018-09-28
625507F,公園路,F,新莊區,6,市區一般道路,23.05.1,2018-09-28
625508F,公館街,F,板橋區,6,市區一般道路,23.05.1,2018-09-28
625510F,化成路,F,新莊區,6,市區一般道路,23.05.1,2018-09-28
625511F,天乙路,F,五股區,6,市區一般道路,23.05.1,2018-09-28
625516F,太平路,F,新店區,6,市區一般道路,23.05.1,2018-09-28
625517F,太平路,F,樹林區,6,市區一般道路,23.05.1,2018-09-28
625518F,太平路,F,雙溪區,6,市區一般道路,23.05.1,2018-09-28
625519F,太和街,F,板橋區,6,市區一般道路,23.05.1,2018-09-28
625521F,文山路一段,F,石碇區,6,市區一般道路,23.05.1,2018-09-28
625521F,文山路一段,F,深坑區,6,市區一般道路,23.05.1,2018-09-28
625522F,文山路二段,F,深坑區,6,市區一般道路,23.05.1,2018-09-28
625523F,文山路三段,F,深坑區,6,市區一般道路,23.05.1,2018-09-28
625524F,文中路,F,新店區,6,市區一般道路,23.05.1,2018-09-28
625525F,文化一路,F,金山區,6,市區一般道路,23.05.1,2018-09-28
625526F,文化一路一段,F,林口區,6,市區一般道路,23.05.1,2018-09-28
625527F,文化一路二段,F,林口區,6,市區一般道路,23.05.1,2018-09-28
625529F,文化二路,F,金山區,6,市區一般道路,23.05.1,2018-09-28
625530F,文化二路一段,F,林口區,6,市區一般道路,23.05.1,2018-09-28
625531F,文化二路二段,F,林口區,6,市區一般道路,23.05.1,2018-09-28
625533F,文化三路,F,金山區,6,市區一般道路,23.05.1,2018-09-28
625534F,文化三路一段,F,林口區,6,市區一般道路,23.05.1,2018-09-28
625535F,文化三路二段,F,林口區,6,市區一般道路,23.05.1,2018-09-28
625536F,文化北路,F,三重區,6,市區一般道路,23.05.1,2018-09-28
625538F,文化北路一段,F,林口區,6,市區一般道路,23.05.1,2018-09-28
625539F,文化北路二段,F,林口區,6,市區一般道路,23.05.1,2018-09-28
625540F,文化南路,F,三重區,6,市區一般道路,23.05.1,2018-09-28
625545F,文化路,F,三峽區,6,市區一般道路,23.05.1,2018-09-28
625546F,文化路,F,永和區,6,市區一般道路,23.05.1,2018-09-28
625548F,文化路,F,淡水區,6,市區一般道路,23.05.1,2018-09-28
625549F,文化路,F,新店區,6,市區一般道路,23.05.1,2018-09-28
625550F,文化路,F,鶯歌區,6,市區一般道路,23.05.1,2018-09-28
625551F,文化路一段,F,板橋區,6,市區一般道路,23.05.1,2018-09-28
625552F,文化路二段,F,板橋區,6,市區一般道路,23.05.1,2018-09-28
625563F,文昌路,F,八里區,6,市區一般道路,23.05.1,2018-09-28
625572F,文程路,F,泰山區,6,市區一般道路,23.05.1,2018-09-28
625574F,文聖街,F,板橋區,6,市區一般道路,23.05.1,2018-09-28
625576F,文德路,F,板橋區,6,市區一般道路,23.05.1,2018-09-28
625577F,文藝路,F,新莊區,6,市區一般道路,23.05.1,2018-09-28
625580F,月眉路,F,瑞芳區,6,市區一般道路,23.05.1,2018-09-28
625590F,水源路,F,中和區,6,市區一般道路,23.05.1,2018-09-28
625592F,水源路一段,F,汐止區,6,市區一般道路,23.05.1,2018-09-28
625593F,水源路二段,F,汐止區,6,市區一般道路,23.05.1,2018-09-28
625594F,水碓一路,F,五股區,6,市區一般道路,23.05.1,2018-09-28
625595F,水碓二路,F,五股區,6,市區一般道路,23.05.1,2018-09-28
625596F,水碓三路,F,五股區,6,市區一般道路,23.05.1,2018-09-28
625597F,水碓五路,F,五股區,6,市區一般道路,23.05.1,2018-09-28
625598F,水碓六路,F,五股區,6,市區一般道路,23.05.1,2018-09-28
625599F,水碓七路,F,五股區,6,市區一般道路,23.05.1,2018-09-28
625600F,水碓九路,F,五股區,6,市區一般道路,23.05.1,2018-09-28
625603F,水碓路,F,五股區,6,市區一般道路,23.05.1,2018-09-28
625604F,水德路,F,坪林區,6,市區一般道路,23.05.1,2018-09-28
625605F,牛角坑路,F,三峽區,6,市區一般道路,23.05.1,2018-09-28
625608F,加投路,F,金山區,6,市區一般道路,23.05.1,2018-09-28
625608F,加投路,F,萬里區,6,市區一般道路,23.05.1,2018-09-28
625610F,北宜路一段,F,新店區,6,市區一般道路,23.05.1,2018-09-28
625611F,北宜路二段,F,新店區,6,市區一般道路,23.05.1,2018-09-28
625612F,北宜路三段,F,坪林區,6,市區一般道路,23.05.1,2018-09-28
625613F,北宜路三段,F,新店區,6,市區一般道路,23.05.1,2018-09-28
625614F,北宜路四段,F,石碇區,6,市區一般道路,23.05.1,2018-09-28
625614F,北宜路四段,F,新店區,6,市區一般道路,23.05.1,2018-09-28
625615F,北宜路五段,F,石碇區,6,市區一般道路,23.05.1,2018-09-28
625616F,北宜路六段,F,石碇區,6,市區一般道路,23.05.1,2018-09-28
625617F,北宜路七段,F,石碇區,6,市區一般道路,23.05.1,2018-09-28
625618F,北宜路七段,F,坪林區,6,市區一般道路,23.05.1,2018-09-28
625619F,北宜路八段,F,坪林區,6,市區一般道路,23.05.1,2018-09-28
625620F,北宜路九段,F,坪林區,6,市區一般道路,23.05.1,2018-09-28
625621F,北門街,F,板橋區,6,市區一般道路,23.05.1,2018-09-28
625622F,北海路一段,F,三芝區,6,市區一般道路,23.05.1,2018-09-28
625623F,北海路二段,F,三芝區,6,市區一般道路,23.05.1,2018-09-28
625624F,北深路229巷,F,深坑區,6,市區一般道路,23.05.1,2018-09-28
625625F,北深路一段,F,深坑區,6,市區一般道路,23.05.1,2018-09-28
625626F,北深路二段,F,深坑區,6,市區一般道路,23.05.1,2018-09-28
625627F,北深路三段,F,深坑區,6,市區一般道路,23.05.1,2018-09-28
625628F,北深路三段25巷,F,深坑區,6,市區一般道路,23.05.1,2018-09-28
625631F,北新路,F,三芝區,6,市區一般道路,23.05.1,2018-09-28
625632F,北新路,F,淡水區,6,市區一般道路,23.05.1,2018-09-28
625633F,北新路一段,F,淡水區,6,市區一般道路,23.05.1,2018-09-28
625634F,北新路一段,F,新店區,6,市區一般道路,23.05.1,2018-09-28
625635F,北新路二段,F,淡水區,6,市區一般道路,23.05.1,2018-09-28
625636F,北新路二段,F,新店區,6,市區一般道路,23.05.1,2018-09-28
625637F,北新路三段,F,淡水區,6,市區一般道路,23.05.1,2018-09-28
625638F,北新路三段,F,新店區,6,市區一般道路,23.05.1,2018-09-28
625639F,半山雅路,F,泰山區,6,市區一般道路,23.05.1,2018-09-28
625640F,半嶺路,F,瑞芳區,6,市區一般道路,23.05.1,2018-09-28
625641F,台北大橋引道,F,三重區,6,市區一般道路,23.05.1,2018-09-28
625644F,四川路一段,F,板橋區,6,市區一般道路,23.05.1,2018-09-28
625645F,四川路二段,F,板橋區,6,市區一般道路,23.05.1,2018-09-28
625647F,四腳亭埔路,F,瑞芳區,6,市區一般道路,23.05.1,2018-09-28
625651F,四維路,F,五股區,6,市區一般道路,23.05.1,2018-09-28
625651F,四維路,F,蘆洲區,6,市區一般道路,23.05.1,2018-09-28
625652F,四維路,F,林口區,6,市區一般道路,23.05.1,2018-09-28
625652F,四維路,F,泰山區,6,市區一般道路,23.05.1,2018-09-28
625653F,四維路,F,板橋區,6,市區一般道路,23.05.1,2018-09-28
625654F,四維路,F,金山區,6,市區一般道路,23.05.1,2018-09-28
625655F,四維路,F,新莊區,6,市區一般道路,23.05.1,2018-09-28
625656F,四維路,F,樹林區,6,市區一般道路,23.05.1,2018-09-28
625660F,外詩朗路,F,三峽區,6,市區一般道路,23.05.1,2018-09-28
625661F,外寮路,F,五股區,6,市區一般道路,23.05.1,2018-09-28
625669F,平廣路一段,F,新店區,6,市區一般道路,23.05.1,2018-09-28
625670F,平廣路二段,F,新店區,6,市區一般道路,23.05.1,2018-09-28
625673F,弘道路,F,三峽區,6,市區一般道路,23.05.1,2018-09-28
625675F,正義北路,F,三重區,6,市區一般道路,23.05.1,2018-09-28
625676F,正義南路,F,三重區,6,市區一般道路,23.05.1,2018-09-28
625683F,民生街,F,三峽區,6,市區一般道路,23.05.1,2018-09-28
625690F,民生街,F,蘆洲區,6,市區一般道路,23.05.1,2018-09-28
625692F,民生路,F,永和區,6,市區一般道路,23.05.1,2018-09-28
625694F,民生路,F,金山區,6,市區一般道路,23.05.1,2018-09-28
625695F,民生路,F,泰山區,6,市區一般道路,23.05.1,2018-09-28
625696F,民生路,F,淡水區,6,市區一般道路,23.05.1,2018-09-28
625699F,民生路一段,F,板橋區,6,市區一般道路,23.05.1,2018-09-28
625700F,民生路二段,F,板橋區,6,市區一般道路,23.05.1,2018-09-28
625701F,民生路三段,F,板橋區,6,市區一般道路,23.05.1,2018-09-28
625704F,民安西路,F,新莊區,6,市區一般道路,23.05.1,2018-09-28
625705F,民安東路,F,新莊區,6,市區一般道路,23.05.1,2018-09-28
625709F,民安路,F,新莊區,6,市區一般道路,23.05.1,2018-09-28
625719F,民享路,F,林口區,6,市區一般道路,23.05.1,2018-09-28
625724F,民治街,F,板橋區,6,市區一般道路,23.05.1,2018-09-28
625725F,民治路,F,林口區,6,市區一般道路,23.05.1,2018-09-28
625733F,民族街,F,三峽區,6,市區一般道路,23.05.1,2018-09-28
625739F,民族路,F,林口區,6,市區一般道路,23.05.1,2018-09-28
625740F,民族路,F,板橋區,6,市區一般道路,23.05.1,2018-09-28
625741F,民族路,F,淡水區,6,市區一般道路,23.05.1,2018-09-28
625742F,民族路,F,新店區,6,市區一般道路,23.05.1,2018-09-28
625743F,民族路,F,蘆洲區,6,市區一般道路,23.05.1,2018-09-28
625748F,民義路一段,F,五股區,6,市區一般道路,23.05.1,2018-09-28
625749F,民義路二段,F,五股區,6,市區一般道路,23.05.1,2018-09-28
625750F,民德路,F,中和區,6,市區一般道路,23.05.1,2018-09-28
625750F,民德路,F,板橋區,6,市區一般道路,23.05.1,2018-09-28
625753F,民樂路,F,中和區,6,市區一般道路,23.05.1,2018-09-28
625755F,民權街,F,三峽區,6,市區一般道路,23.05.1,2018-09-28
625761F,民權路,F,永和區,6,市區一般道路,23.05.1,2018-09-28
625762F,民權路,F,林口區,6,市區一般道路,23.05.1,2018-09-28
625763F,民權路,F,板橋區,6,市區一般道路,23.05.1,2018-09-28
625764F,民權路,F,淡水區,6,市區一般道路,23.05.1,2018-09-28
625765F,民權路,F,新店區,6,市區一般道路,23.05.1,2018-09-28
625766F,民權路,F,蘆洲區,6,市區一般道路,23.05.1,2018-09-28
625767F,永元路,F,永和區,6,市區一般道路,23.05.1,2018-09-28
625771F,永平路,F,永和區,6,市區一般道路,23.05.1,2018-09-28
625773F,永安大橋引道,F,五股區,6,市區一般道路,23.05.1,2018-09-28
625776F,永安北路一段,F,三重區,6,市區一般道路,23.05.1,2018-09-28
625776F,永安北路一段,F,蘆洲區,6,市區一般道路,23.05.1,2018-09-28
625777F,永安北路二段,F,三重區,6,市區一般道路,23.05.1,2018-09-28
625779F,永安南路一段,F,蘆洲區,6,市區一般道路,23.05.1,2018-09-28
625780F,永安南路二段,F,蘆洲區,6,市區一般道路,23.05.1,2018-09-28
625787F,永亨路,F,永和區,6,市區一般道路,23.05.1,2018-09-28
625789F,永利路,F,永和區,6,市區一般道路,23.05.1,2018-09-28
625793F,永和路,F,中和區,6,市區一般道路,23.05.1,2018-09-28
625795F,永和路一段,F,永和區,6,市區一般道路,23.05.1,2018-09-28
625796F,永和路二段,F,永和區,6,市區一般道路,23.05.1,2018-09-28
625799F,永春一路,F,汐止區,6,市區一般道路,23.05.1,2018-09-28
625800F,永春二路,F,汐止區,6,市區一般道路,23.05.1,2018-09-28
625802F,永貞路,F,中和區,6,市區一般道路,23.05.1,2018-09-28
625802F,永貞路,F,永和區,6,市區一般道路,23.05.1,2018-09-28
625807F,永業路,F,新店區,6,市區一般道路,23.05.1,2018-09-28
625810F,永寧路,F,土城區,6,市區一般道路,23.05.1,2018-09-28
625813F,永福路,F,新店區,6,市區一般道路,23.05.1,2018-09-28
625814F,永福橋引道,F,永和區,6,市區一般道路,23.05.1,2018-09-28
625819F,永興路,F,新店區,6,市區一般道路,23.05.1,2018-09-28
625820F,永豐街,F,板橋區,6,市區一般道路,23.05.1,2018-09-28
625821F,永豐路,F,土城區,6,市區一般道路,23.05.1,2018-09-28
625823F,玉田路,F,萬里區,6,市區一般道路,23.05.1,2018-09-28
625827F,田寮洋街,F,貢寮區,6,市區一般道路,23.05.1,2018-09-28
625828F,白雲路,F,汐止區,6,市區一般道路,23.05.1,2018-09-28
625829F,白雞路,F,三峽區,6,市區一般道路,23.05.1,2018-09-28
625830F,石汐路,F,石碇區,6,市區一般道路,23.05.1,2018-09-28
625830F,石汐路,F,汐止區,6,市區一般道路,23.05.1,2018-09-28
625831F,石角路,F,萬里區,6,市區一般道路,23.05.1,2018-09-28
625833F,石空子路,F,坪林區,6,市區一般道路,23.05.1,2018-09-28
625835F,石門路,F,土城區,6,市區一般道路,23.05.1,2018-09-28
625836F,石崩山路,F,石門區,6,市區一般道路,23.05.1,2018-09-28
625841F,禾豐一路,F,新店區,6,市區一般道路,23.05.1,2018-09-28
625842F,禾豐七路,F,新店區,6,市區一般道路,23.05.1,2018-09-28
625843F,禾豐九路,F,新店區,6,市區一般道路,23.05.1,2018-09-28
625844F,禾豐二路,F,新店區,6,市區一般道路,23.05.1,2018-09-28
625845F,禾豐十一路,F,新店區,6,市區一般道路,23.05.1,2018-09-28
625846F,禾豐三路,F,新店區,6,市區一般道路,23.05.1,2018-09-28
625847F,禾豐五路,F,新店區,6,市區一般道路,23.05.1,2018-09-28
625848F,禾豐六路,F,新店區,6,市區一般道路,23.05.1,2018-09-28
625849F,立人街,F,中和區,6,市區一般道路,23.05.1,2018-09-28
625858F,立德街,F,中和區,6,市區一般道路,23.05.1,2018-09-28
625859F,立德路,F,土城區,6,市區一般道路,23.05.1,2018-09-28
625860F,光中路,F,板橋區,6,市區一般道路,23.05.1,2018-09-28
625863F,光宇一路,F,萬里區,6,市區一般道路,23.05.1,2018-09-28
625864F,光宇二路,F,萬里區,6,市區一般道路,23.05.1,2018-09-28
625865F,光宇三路,F,萬里區,6,市區一般道路,23.05.1,2018-09-28
625866F,光宇大道,F,萬里區,6,市區一般道路,23.05.1,2018-09-28
625867F,光宇圓環,F,萬里區,6,市區一般道路,23.05.1,2018-09-28
